Date,Open,High,Low,Close,Volume
2024-12-03 16:00:00,95744.7,96236.3,94925.8,95512.7,38288.732
2024-12-03 20:00:00,95512.6,96200.0,95337.2,95913.3,20903.353
2024-12-04 00:00:00,95913.3,96740.0,95271.6,95852.0,27822.359
2024-12-04 04:00:00,95852.1,96799.9,95783.5,96652.1,18405.832
2024-12-04 08:00:00,96652.2,97041.1,96239.7,96270.0,20925.907
2024-12-04 12:00:00,96270.1,96634.6,95398.1,95813.0,54479.082
2024-12-04 16:00:00,95813.0,97310.3,94650.8,97283.4,67941.454
2024-12-04 20:00:00,97283.4,99099.9,97189.3,98669.8,86374.571
2024-12-05 00:00:00,98669.8,104630.4,97970.5,103084.8,155798.412
2024-12-05 04:00:00,103084.7,103696.7,101359.8,102292.1,69178.653
2024-12-05 08:00:00,102292.1,103228.9,102290.3,102668.2,31253.697
2024-12-05 12:00:00,102668.2,103661.7,100932.6,101350.1,82540.521
2024-12-05 16:00:00,101350.1,102063.8,98704.6,99111.6,78445.371
2024-12-05 20:00:00,99111.5,99542.9,90200.0,97001.5,163060.737
2024-12-06 00:00:00,97001.6,98858.6,96429.5,97802.7,54871.518
2024-12-06 04:00:00,97802.7,98356.6,97422.8,98209.6,23490.73
2024-12-06 08:00:00,98209.7,98765.4,97705.2,98127.4,34097.618
2024-12-06 12:00:00,98127.4,99592.1,97550.0,99358.5,67051.277
2024-12-06 16:00:00,99358.5,101900.0,98800.0,101532.6,67789.279
2024-12-06 20:00:00,101532.6,101988.8,99111.0,99802.5,35069.186
2024-12-07 00:00:00,99802.5,100499.0,99361.0,99383.0,19615.533
2024-12-07 04:00:00,99383.0,99741.0,98876.9,99442.6,21001.06
2024-12-07 08:00:00,99442.6,99895.3,99314.8,99660.4,12084.542
2024-12-07 12:00:00,99660.3,99890.0,99101.7,99811.4,15668.723
2024-12-07 16:00:00,99811.5,100336.8,99528.0,100140.6,15477.404
2024-12-07 20:00:00,100140.7,100497.5,99655.0,99899.2,12011.396
2024-12-08 00:00:00,99899.2,100415.0,99686.4,99996.7,10362.305
2024-12-08 04:00:00,99996.7,100100.0,99388.5,99741.5,11720.725
2024-12-08 08:00:00,99741.6,99898.0,98709.4,99755.3,24081.257
2024-12-08 12:00:00,99755.2,100597.5,99409.3,99975.0,29860.114
2024-12-08 16:00:00,99974.9,100272.2,99538.4,100182.3,14904.59
2024-12-08 20:00:00,100182.4,101457.9,99800.0,101200.0,18826.685
2024-12-09 00:00:00,101200.1,101300.0,98500.1,99180.0,41149.178
2024-12-09 04:00:00,99179.9,99798.1,98374.3,99637.1,29272.885
2024-12-09 08:00:00,99637.2,99757.5,98112.0,98157.4,37959.165
2024-12-09 12:00:00,98157.5,100481.3,97555.0,97856.0,78567.275
2024-12-09 16:00:00,97856.1,98448.5,97029.5,97126.8,42609.82
2024-12-09 20:00:00,97126.8,97627.3,94039.7,97349.1,97415.267
2024-12-10 00:00:00,97349.1,98197.8,95591.9,96958.0,47046.703
2024-12-10 04:00:00,96957.9,97540.8,95923.8,97217.7,28323.888
2024-12-10 08:00:00,97217.7,97948.0,96961.1,97745.8,20244.349
2024-12-10 12:00:00,97745.7,98320.6,95639.5,95687.9,69046.59
2024-12-10 16:00:00,95674.8,96566.8,94265.5,95862.9,98509.952
2024-12-10 20:00:00,95862.9,97238.9,95621.1,96602.4,28319.262
2024-12-11 00:00:00,96602.3,97643.0,95650.0,97406.8,37997.227
2024-12-11 04:00:00,97406.9,97800.0,97185.7,97337.9,14407.389
2024-12-11 08:00:00,97337.9,98499.9,97310.6,98289.7,24609.143
2024-12-11 12:00:00,98289.7,100798.6,98047.5,100352.7,66071.763
2024-12-11 16:00:00,100352.7,101136.6,99583.4,101094.1,50125.706
2024-12-11 20:00:00,101094.2,101880.0,100844.6,101115.3,28596.477
2024-12-12 00:00:00,101115.3,101812.3,100309.8,101000.0,27234.965
2024-12-12 04:00:00,101000.0,101162.1,100359.6,100481.6,17652.59
2024-12-12 08:00:00,100481.5,101122.4,100150.0,100339.8,20809.1
2024-12-12 12:00:00,100339.8,101850.0,100336.3,101775.1,56891.436
2024-12-12 16:00:00,101775.1,102538.4,99280.2,99455.1,64519.39
2024-12-12 20:00:00,99455.1,100461.5,99428.6,99982.4,28111.594
2024-12-13 00:00:00,99982.3,100333.0,99149.6,99690.6,21321.108
